Epoch,Loss,PSNR,BER,SSIM,NC,LR,Loss_img,Loss_wm,Loss_sig,Loss_ssim
1,1.9277863270282745,39.7617657605561,0.1285328826904297,0.9864684997081756,0.9478779597759247,4e-05,0.00010977928520806018,0.3839847168803215,0.00022893564850091935,0.006956376915890724
2,1.7979997359752655,38.9097402117069,0.08305818481445312,0.9807348596096039,0.9706730440616608,6e-05,0.0001319847662030952,0.35756090222001075,2.648611068725586e-05,0.00985179329002276
3,1.7603342897415162,38.478477087643,0.07089954528808594,0.9753568920612335,0.9777337733030319,8e-05,0.0001459938129206421,0.34948466126322747,2.1471498906612395e-05,0.012554582281224429
4,1.7437417799949646,38.291030523351495,0.06414201049804688,0.9730067210435868,0.9812499523162842,0.0001,0.00015306269597494974,0.3459347334444523,8.356143534183502e-06,0.013736920145899058
5,1.7325258053302766,38.27127067400239,0.05941929626464844,0.9722744354963303,0.9837497536420822,0.0001,0.00015435984464274953,0.3436190071105957,5.026970803737641e-06,0.014106966894306242
6,1.7202447503566742,38.37708726468071,0.054400918579101565,0.972775226020813,0.9860257503032684,9.997266286704631e-05,0.00015083676135691347,0.34121403409838674,7.021652162075043e-06,0.01385183955989778
7,1.7102974586963653,38.66116875559462,0.0511720947265625,0.9743726067781449,0.987818759059906,9.989068136093873e-05,0.0001412175698642386,0.3393891282081604,1.0204902291297912e-05,0.013038768879696726
8,1.7027073209285737,39.07435382032997,0.04839393005371094,0.9770289360284805,0.989192100739479,9.975414512725057e-05,0.00012842254278366453,0.3381493775308132,3.237755596637726e-06,0.011693876012787223
9,1.6958599202632905,39.52279231660653,0.04652756042480469,0.9806317951202392,0.9903704142570495,9.956320346634876e-05,0.00011549262141197687,0.3371488818705082,3.490769863128662e-06,0.009874054539296776
10,1.6869912736415864,40.02874068169195,0.044614328002929686,0.9847434865236282,0.9916007022857666,9.931806517013612e-05,0.00010238924144214252,0.33579576367735864,3.338569402694702e-06,0.0077976642894558605
11,1.6783332242965698,40.283867583014604,0.042037930297851564,0.9884900811195374,0.9929422897815704,9.901899829374047e-05,9.581641925033182e-05,0.33443973575234415,7.951411604881286e-06,0.005919059381401167
12,1.6707981144428252,40.64123317381918,0.03985086669921875,0.9910164289474487,0.994209834265709,9.86663298624003e-05,8.79599807492923e-05,0.333189645254612,9.327311813831329e-06,0.00464598509259522
13,1.6660921993732452,40.80218497851702,0.03806669616699219,0.9921510660409928,0.9950780628442765,9.826044551386744e-05,8.472310226934497e-05,0.3323663128077984,5.829080939292908e-06,0.004073703193804249
14,1.6611973171710968,41.075064782854795,0.03617128601074219,0.9930349730730057,0.9958931360721588,9.780178907671789e-05,7.946569308987819e-05,0.33147805441617967,8.433400094509125e-06,0.003622811316512525
15,1.6578380090236664,41.17215504997046,0.03519579467773438,0.9934443112373352,0.9963562097072601,9.729086208503174e-05,7.779541953495937e-05,0.33084528464078905,1.3993185758590697e-05,0.0034140157131943853
16,1.7292340744495391,39.982986149501436,0.06325894165039063,0.9916154753446579,0.9828110937356949,9.672822322997305e-05,0.00010207111514318967,0.34493103932738306,1.7704054713249206e-06,0.004369425552198663
17,1.6739330686569214,40.439245325848226,0.04059559631347656,0.9924359710454941,0.9937659710407257,9.611448774886924e-05,9.196229255758226e-05,0.3339579956114292,6.088981032371521e-06,0.00394089729404077
18,1.6641304451465606,40.78537188087731,0.03735994567871094,0.9930552935123443,0.9955092626810074,9.545032675245813e-05,8.491592496575322e-05,0.33206428094506263,6.859567761421204e-06,0.0036186291907913982
19,1.6591435411453248,41.04665028741368,0.03595143737792969,0.9935181181430817,0.9962417178153992,9.473646649103818e-05,7.990565961954417e-05,0.33111708005666735,7.328693568706512e-06,0.0033763426401652395
20,1.6558399906635284,41.30724019650858,0.03473641662597656,0.9939361351966858,0.9968600806951523,9.397368756032445e-05,7.528935273876413e-05,0.33050052659511564,8.78508985042572e-06,0.003160423833830282
21,0.9970621584415436,42.254781534386524,0.03430923156738281,0.9951456143379211,0.9966882010221482,9.316282404787871e-05,6.0505793515767435e-05,0.33047319288253785,4.951760619878769e-05,0.0025297483399044723
22,0.9965932893037796,42.521653654062064,0.03456227722167969,0.9955461638689042,0.9967287789106369,9.230476262104677e-05,5.6908352172467855e-05,0.3304738217353821,3.554116636514664e-05,0.002322736366931349
23,0.9962828100681305,42.937318110339234,0.03411802368164062,0.9959631606578827,0.9968447286128997,9.140044155740101e-05,5.198690641555004e-05,0.3305365165114403,2.368835210800171e-05,0.0021049941979348658
24,0.9948128653526306,43.31173760384307,0.03370616760253906,0.9963352205991745,0.9969870964288712,9.045084971874738e-05,4.818595695178374e-05,0.33018619869351384,2.3777514696121216e-05,0.0019106127497274428
25,0.994470383477211,43.49313202106516,0.03324728698730469,0.9963976122379303,0.9970460635900498,8.945702546981969e-05,4.641493412927957e-05,0.33010460072755815,1.7310835421085356e-05,0.0018753203869098798
26,0.9931471928596497,43.89369675208116,0.032589767456054686,0.9967131233692169,0.997313932299614,8.842005554284296e-05,4.225884514307836e-05,0.32978554931879045,1.554645299911499e-05,0.0017106905977474526
27,0.992870823931694,44.231044591496044,0.03252561340332031,0.9969501279115677,0.9973802150011063,8.73410738492077e-05,3.925101807981264e-05,0.3297875266075134,1.040690690279007e-05,0.001586711272993125
28,0.9924281939029693,44.249496044367,0.03209089965820312,0.9969833990097046,0.9974189264535904,8.622126023955446e-05,3.8823010927444555e-05,0.32965067675709725,1.3750189542770385e-05,0.0015690388879273087
29,0.991592240858078,44.47140588474939,0.031308251953125,0.9971266708374024,0.9977310456037521,8.506183921362443e-05,3.6857502824568654e-05,0.32943006907701494,8.537448942661285e-06,0.0014950487479101866
30,0.9913702529191971,44.61966760523242,0.031256524658203125,0.9971726094722748,0.9977238090753555,8.386407858128706e-05,3.5802411870099604e-05,0.32937477853298186,9.81435328722e-06,0.0014699357001809403
31,0.991712956237793,44.62470175732052,0.03128175964355469,0.997207682299614,0.9976944105386734,8.262928807620843e-05,3.557400592981139e-05,0.32950276901721953,7.786311209201812e-06,0.0014522423412185162
32,0.9910192447900772,44.825573425532255,0.030871530151367187,0.9973214566946029,0.9978379012823105,8.135881792367686e-05,3.401849142173887e-05,0.32931435106992724,9.537488222122192e-06,0.0013924837316968478
33,0.9898063809871673,45.0846861276988,0.030124566650390625,0.9974619071722031,0.9980580712556839,8.005405736415126e-05,3.199469786013651e-05,0.3289648397088051,8.633401989936828e-06,0.0013193186782300473
34,0.9900660839557648,45.178052952580764,0.03015072021484375,0.9975157270431518,0.9980664733409882,7.871643313414718e-05,3.127135164795618e-05,0.32906972972750664,1.14802747964859e-05,0.0012918818951700814
35,0.9900046579837799,45.26871081402932,0.0299510009765625,0.9975913908004761,0.998030985212326,7.734740790612136e-05,3.064036821415357e-05,0.329080469763279,7.329350709915161e-06,0.0012517323777195997
36,0.9900927091360092,45.1469125714724,0.02996385803222656,0.9974892334938049,0.9980205879926681,7.594847868906076e-05,3.1628701302179255e-05,0.3290716664731502,7.539854943752289e-06,0.0013048006455530412
37,0.9893729177713394,45.49895888580503,0.029528109741210937,0.9976532088994979,0.9981530759572983,7.452117519152542e-05,2.8993838182941543e-05,0.3288954282641411,8.169700205326081e-06,0.0012191714019747452
38,0.990097705411911,45.43033762060059,0.029695785522460938,0.997575087094307,0.9980972725152969,7.30670581489344e-05,2.9565918124717426e-05,0.32910990709662435,6.2266111373901365e-06,0.0012595016078557819
39,0.9893254105806351,45.780879709852094,0.02905440368652344,0.9978232485294342,0.9983422390937805,7.158771761692464e-05,2.7205376309575512e-05,0.3289435105919838,7.438069581985473e-06,0.0011311789155006408
40,0.9894197206735611,45.53759622663032,0.02932778625488281,0.9976983159542083,0.9980942090272903,7.008477123264848e-05,2.8981634862793727e-05,0.3289279102444649,6.530976295471192e-06,0.0011955367568065411
41,0.9893936897039414,45.59883122149354,0.02881700439453125,0.9976922423839569,0.9981750356912613,6.855986244591104e-05,2.8397792400573962e-05,0.32891940367221834,5.57214468717575e-06,0.0011985762399272062
42,0.988745592045784,45.772205399612744,0.028542724609375,0.9977697620630265,0.9983718499183655,6.701465872208216e-05,2.7133841488466716e-05,0.3287317446947098,8.823812007904052e-06,0.0011578203494427726
43,0.9890485964536667,45.8478387217345,0.02862569580078125,0.9978485898733139,0.9982611575603485,6.545084971874738e-05,2.6800800184355467e-05,0.3288621854007244,5.8698028326034544e-06,0.0011179474303266033
44,0.9883126829385758,45.8043083972667,0.028159140014648438,0.9978063218355179,0.9984665735721588,6.387014543809223e-05,2.7028805355803343e-05,0.3286037701666355,3.4805193543434143e-06,0.001139090681693051
45,0.9878847016811371,46.12389468007037,0.028105404663085937,0.9979956049919129,0.9985096930503845,6.227427435703997e-05,2.5067284144097356e-05,0.32853035566806793,4.99756634235382e-06,0.0010415504847769625
46,0.9883247662782669,46.13567804268656,0.027894369506835937,0.9979928632497788,0.9985216534137726,6.066498153718735e-05,2.5024455130915157e-05,0.3286762668728828,5.347461998462677e-06,0.0010425370118231512
47,0.9879356505632401,46.15827955508223,0.02782251281738281,0.9980242232322692,0.9985238256216049,5.90440267166055e-05,2.4847767141181977e-05,0.3285572835326195,5.583156645298004e-06,0.0010269247550750151
48,0.9879253203868866,46.192585964568885,0.02761455078125,0.9980594145298004,0.9986059861898422,5.74131823855921e-05,2.4607651034602896e-05,0.3285660473227501,6.657685339450836e-06,0.0010085006140638142
49,0.9878754911899567,46.207807690138615,0.027669189453125,0.9980193786382675,0.9985003663063049,5.577423184847932e-05,2.4512434934513293e-05,0.328538594019413,2.9757216572761538e-06,0.0010288282315828838
50,0.9873866891622544,46.25008955642523,0.02734168701171875,0.9980597086429596,0.9985863579034805,5.4128967273616625e-05,2.4212514027385623e-05,0.32838851328492163,5.463710427284241e-06,0.001008260419801809
51,0.660739898777008,46.77335408538083,0.028508596801757814,0.9983076338529587,0.9981980135202407,5.247918773366112e-05,2.1458231725046063e-05,0.3288820048928261,1.3779203593730926e-05,0.0008800789450411684
52,0.6609314449071885,46.86401821648904,0.0280615478515625,0.9983667632102966,0.9981698303461075,5.0826697238317935e-05,2.097265050324495e-05,0.32902740309834483,1.3153120875358582e-05,0.0008496316716307775
53,0.6604707855343819,47.035336999493516,0.02793067626953125,0.998430035829544,0.998229255604744,4.917330276168208e-05,2.017099934273574e-05,0.3288521886587143,1.3053575158119201e-05,0.0008169300018809736
54,0.660373552775383,47.056206187467744,0.028058685302734376,0.9984163260698319,0.9982880228996277,4.7520812266338885e-05,2.004870813798334e-05,0.32879496780633927,1.1267405748367309e-05,0.000823872952896636
55,0.6606420209646225,47.06145566911982,0.028030194091796874,0.9984052888393402,0.9981281340837479,4.5871032726383386e-05,2.0010746361731435e-05,0.32892051846981046,1.3034538924694062e-05,0.0008292628721217625
56,0.6605679263353348,46.95450300832062,0.028025119018554687,0.998413616323471,0.9981482766389846,4.4225768151520694e-05,2.0477347837368142e-05,0.32888580461144445,1.2099733948707581e-05,0.0008256854202249087
57,0.6598291049003601,47.15499272693771,0.027407260131835937,0.9985113728761673,0.9984006270885467,4.2586817614407895e-05,1.9609114401100668e-05,0.3285991186201572,1.1277452111244202e-05,0.0007751512761227787
58,0.6602340795993805,47.299169168493904,0.027463687133789064,0.9985112617254257,0.9983589689016342,4.095597328339452e-05,1.8902219986193815e-05,0.32880905636548996,8.53746235370636e-06,0.0007746320652542636
59,0.660013193833828,47.30752534899348,0.027311325073242188,0.9984899166822433,0.9983630400180816,3.933501846281267e-05,1.886167244592798e-05,0.328682394605875,8.65122824907303e-06,0.0007856095826253295
60,0.6596136820673942,47.38656205988651,0.02727498474121094,0.9985516720294952,0.9985112936019898,3.772572564296005e-05,1.849687163521594e-05,0.328531159055233,1.1225825548171997e-05,0.0007542283318703995
61,0.6600326397895813,47.22553180532092,0.0273025146484375,0.9984624791145325,0.9982839946508407,3.612985456190778e-05,1.926252508419566e-05,0.3286681331276894,9.675018489360809e-06,0.0007992535036290064
62,0.6594162138581275,47.432591888266415,0.026884356689453125,0.9985729404449463,0.9985547740459442,3.4549150281252636e-05,1.8309032886099887e-05,0.3284525264263153,8.572664856910705e-06,0.0007426508466014638
63,0.6596201499342919,47.469737319808026,0.02702611083984375,0.9985966424942017,0.998548399758339,3.298534127791785e-05,1.8127784118405542e-05,0.32857475329637525,6.134060025215149e-06,0.0007308641481911764
64,0.6593921706318855,47.425045862970315,0.026782345581054686,0.998579014992714,0.9985390744209289,3.144013755408895e-05,1.8360734990346827e-05,0.3284441764116287,8.685874938964843e-06,0.0007399067509919405
65,0.6595479371786117,47.46810284415276,0.02707379455566406,0.9985936260700226,0.9985037020921708,2.991522876735154e-05,1.8164604210323888e-05,0.3285348963260651,8.253975212574005e-06,0.0007324738342664205
66,0.6591517483949662,47.628497753122765,0.026485165405273438,0.9986759410142898,0.9986879491090774,2.8412282383075363e-05,1.7481896066237822e-05,0.32840554980635644,7.814767956733704e-06,0.0006902017598389647
67,0.659388619530201,47.54189416222146,0.026672378540039062,0.9986430335521698,0.9984809981584549,2.693294185106562e-05,1.785702518209291e-05,0.32849586080908777,7.638438045978546e-06,0.000707134854781907
68,0.6590007208108902,47.51093118151774,0.026371087646484374,0.9986504783868789,0.9987531991004944,2.547882480847461e-05,1.7992677605434436e-05,0.32830637954473496,7.709197700023651e-06,0.0007034536646213383
69,0.6595772647380829,47.73134620664596,0.026408197021484375,0.9987020264387131,0.998487403678894,2.405152131093926e-05,1.706218183499004e-05,0.32864187076091766,7.378113269805908e-06,0.0006767374389222823
70,0.659056983935833,47.70933007978837,0.026204815673828125,0.9987142858028412,0.9986426635503769,2.2652592093878666e-05,1.7132553697229015e-05,0.3283903497040272,7.137008011341095e-06,0.0006707195952883921
71,0.6586299815058708,47.71282165990377,0.0260424560546875,0.9987204162597656,0.9987473638772965,2.128356686585282e-05,1.7148941833511343e-05,0.32818231444358825,6.2364935874938965e-06,0.0006672942213830538
72,0.6589727753043175,47.68663050554858,0.026085540771484374,0.9986802004337311,0.9986154544115067,1.9945942635848748e-05,1.7228630210229314e-05,0.32832237174510953,5.633077025413513e-06,0.0006879895826219581
73,0.658953597521782,47.74782914483508,0.026097161865234374,0.9987177295446396,0.9986630073070526,1.8641182076323148e-05,1.6988075655899593e-05,0.3283433631658554,6.449007987976074e-06,0.000668533714057412
74,0.6587462730050087,47.68567585522825,0.026010992431640626,0.9987020906686783,0.998687482213974,1.7370711923791567e-05,1.72636580424296e-05,0.32822547719478606,5.091497302055359e-06,0.000677090837713331
75,0.6589912423849106,47.78077457749097,0.026055560302734374,0.9987369860172272,0.9986804673194886,1.6135921418712956e-05,1.686339720035903e-05,0.3283785627245903,4.966437816619873e-06,0.0006587332274531945
76,0.65861832113266,47.87657463644773,0.02576339111328125,0.9987553933620453,0.9987808690071106,1.4938160786375572e-05,1.6479878943937366e-05,0.32820944150686265,3.94025444984436e-06,0.0006494333364418708
77,0.6587505327224732,47.90005313385323,0.025833795166015625,0.9987873941421509,0.9987270569801331,1.3778739760445552e-05,1.637498419622716e-05,0.3283004639625549,4.841345548629761e-06,0.000633046119636856
78,0.6590807290434837,47.89305615894847,0.02605701599121094,0.9987966752052307,0.9986137586355209,1.2658926150792322e-05,1.6408464807682323e-05,0.32847181153893473,5.68368136882782e-06,0.0006284315917291679
79,0.6586834000110626,47.88468715423995,0.02577232666015625,0.9987823114156723,0.9986578676939011,1.157994445715706e-05,1.6442550622014095e-05,0.32826235275268556,4.8159465193748474e-06,0.0006357467435649596
80,0.658875474190712,47.856053230009046,0.026082192993164062,0.9987626422405242,0.9985402381896973,1.0542974530180327e-05,1.653487236108049e-05,0.3283433253228664,4.2131811380386354e-06,0.0006455288004712202
81,0.6588707673788071,47.91292211201928,0.025678411865234375,0.9987740330457687,0.9985911437749863,9.549150281252633e-06,1.631492674459878e-05,0.328351328843832,3.856949508190155e-06,0.0006398426412371919
82,0.6587004728674889,47.995437222520444,0.0254892822265625,0.9988261482715607,0.9988025216817856,8.599558442598998e-06,1.601362648580107e-05,0.3283080610573292,4.656712710857392e-06,0.0006131632474833168
83,0.6584731088876724,47.96672324474869,0.02548249206542969,0.9988005434989929,0.9988180739402771,7.695237378953223e-06,1.6117699795722728e-05,0.32817453817129133,3.37916761636734e-06,0.000626296078634914
84,0.6580027844786644,48.04274749503002,0.025254052734375,0.998851219534874,0.999037727856636,6.837175952121306e-06,1.5818383623627595e-05,0.3279796489238739,5.392427742481232e-06,0.0006002730152918957
85,0.6585334479093552,48.099171552933406,0.025751171875,0.9988792023420334,0.998673928642273,6.026312439675552e-06,1.5617750555611565e-05,0.3282691801965237,3.271922469139099e-06,0.0005858497311943211
86,0.6589316576480866,48.001263727321565,0.025499368286132813,0.998828607392311,0.9987075869321823,5.263533508961827e-06,1.599893758138933e-05,0.32842625615000726,3.0588343739509583e-06,0.0006120342700975016
87,0.6585582079052925,48.0190169025885,0.025346340942382813,0.9988373160839081,0.9986779371500015,4.549673247541875e-06,1.5934412671776956e-05,0.32824665239453316,3.5368397831916808e-06,0.0006074502607691101
88,0.6582662907838821,48.144581138291485,0.025461019897460937,0.9988830790042877,0.9988246611118317,3.885512251130763e-06,1.5458806479728082e-05,0.32813928194642067,3.660993278026581e-06,0.0005840613617678173
89,0.6580414867877961,48.175927516369946,0.02512987060546875,0.998900231385231,0.9989153125286102,3.271776770026963e-06,1.5350747602860793e-05,0.3280410675227642,3.676469624042511e-06,0.0005751379677676596
90,0.6579168819308281,48.22052533949387,0.025038052368164063,0.998910701584816,0.9989946775436401,2.7091379149682685e-06,1.5183262745995307e-05,0.32798806881308556,3.846287727355957e-06,0.0005697164157056249
91,0.6584327288389206,48.212423145069145,0.02527114562988281,0.9989159128904342,0.9987517950534821,2.1982109232821178e-06,1.5213874603796285e-05,0.3282498187661171,3.5347685217857362e-06,0.0005671160940546543
92,0.6587648280382157,48.177716430408296,0.0254265380859375,0.9988965975284576,0.9986767455577851,1.7395544861325718e-06,1.534101590295904e-05,0.32840000097751615,4.003524780273438e-06,0.0005769022527965717
93,0.6584583120346069,48.139320531963925,0.02521077575683594,0.998878271818161,0.9988214792728424,1.333670137599713e-06,1.5479501965091914e-05,0.32823211807608604,2.6718541979789735e-06,0.0005864035316859372
94,0.6581122680187226,48.15546454063286,0.0253236572265625,0.9988900251150131,0.9989354949235916,9.810017062595322e-07,1.5427681019718876e-05,0.3280680343806744,3.9994969964027406e-06,0.0005802614452317357
95,0.6583829093933106,48.1619472867337,0.025365982055664062,0.9988955797195435,0.9987931814670563,6.819348298638839e-07,1.5401819849284948e-05,0.32820802255868914,3.5924166440963745e-06,0.0005774148817174137
96,0.6584282415866852,48.2165574933788,0.025256466674804686,0.9989174340248108,0.9987578883171081,4.367965336512403e-07,1.5199413368827664e-05,0.3282486362934113,4.192420840263366e-06,0.000566261928435415
97,0.6586013378500939,48.22937652297653,0.025494549560546875,0.9989178460597992,0.998584654545784,2.458548727494292e-07,1.5151596363648424e-05,0.3283358611047268,3.89893501996994e-06,0.0005661478183697909
98,0.6586126542925834,48.20276778539628,0.025288858032226563,0.9989055738687516,0.9987387014389038,1.0931863906127327e-07,1.525120262231212e-05,0.32833181225657465,3.0109226703643797e-06,0.000572416869958397
99,0.6581322430610657,48.200352155126616,0.025143646240234376,0.9989046112537384,0.9988773456811905,2.7337132953697554e-08,1.5263017007964664e-05,0.3280908179104328,2.798447012901306e-06,0.000572954523388762
100,0.6584752395987511,48.20408395280051,0.02550926208496094,0.9989073556900024,0.9987385203838348,0.0,1.5243195910807116e-05,0.3282645690739155,2.865181863307953e-06,0.0005715297366958111
